release_date,numRatings,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10
2016-06-23,2756,kickstarter,side_scroller,X2.5d,platformer,anime,retro,robots,singleplayer,co_op,indie
2014-08-07,21,strategy,indie,,,,,,,,
2014-08-06,12,simulation,indie,,,,,,,,
2016-11-15,1217,indie,point_._click,fantasy,story_rich,female_protagonist,dark,atmospheric,puzzle,singleplayer,great_soundtrack
2014-11-12,836,dark_humor,hand_drawn,indie,point_._click,comedy,funny,story_rich,X2d,adventure,
2015-01-20,737,tactical_rpg,rpg,strategy,turn_based,indie,fantasy,turn_based_combat,singleplayer,turn_based_strategy,female_protagonist
2016-10-03,37,indie,simulation,strategy,horror,,,,,,
2014-10-17,603,cold_war,real_time_with_pause,politics,alternate_history,world_war_i,strategy,simulation,grand_strategy,indie,world_war_ii
2015-02-06,312,indie,casual,simulation,puzzle,physics,,,,,
2014-10-15,120,casual,indie,early_access,platformer,,,,,,
2014-11-28,43,strategy,indie,rts,space,,,,,,
2014-10-30,100,arcade,indie,addictive,platformer,retro,X2d,pixel_graphics,action,multiplayer,
2015-08-17,58,side_scroller,puzzle_platformer,indie,co_op,sci_fi,casual,adventure,,,
2014-12-04,149,rogue_lite,rpg,casual,indie,turn_based,fantasy,singleplayer,medieval,procedural_generation,dungeon_crawler
2015-08-28,347,strategy,casual,early_access,indie,rpg,simulation,action,adventure,,
2014-10-03,169,side_scroller,X2.5d,metroidvania,indie,platformer,robots,X2d,great_soundtrack,sci_fi,action
2016-07-15,4874,local_co_op,puzzle,indie,singleplayer,strategy,sci_fi,platformer,great_soundtrack,co_op,retro
2014-12-08,47,puzzle_platformer,indie,X2d,adventure,,,,,,
2018-07-10,3062,crafting,X2d,indie,strategy,building,tower_defense,early_access,physics,base_building,pixel_graphics
2014-09-15,21,indie,platformer,action,,,,,,,
2014-11-07,117,early_access,indie,pixel_graphics,retro,female_protagonist,platformer,action,,,
2014-08-22,296,simulation,driving,indie,,,,,,,
2014-07-31,28,indie,platformer,adventure,action,,,,,,
2014-08-22,52,indie,casual,action,,,,,,,
2015-05-14,1254,trains,simulation,driving,building,realistic,singleplayer,open_world,multiplayer,,
2014-09-23,228,shoot_em_up,arcade,bullet_hell,classic,action,,,,,
2015-05-04,55,rpg,strategy,indie,turn_based,adventure,,,,,
2015-01-30,2043,linear,anime,visual_novel,story_rich,romance,singleplayer,great_soundtrack,cute,drama,nudity
2014-10-28,116,top_down_shooter,arena_shooter,indie,top_down,action,multiplayer,,,,
2015-02-20,419,rogue_lite,local_co_op,indie,rpg,early_access,platformer,rogue_like,pixel_graphics,procedural_generation,X2d
2014-08-18,195,metroidvania,indie,platformer,female_protagonist,casual,X2d,pixel_graphics,action,,
2015-08-10,336,rpg,indie,jrpg,turn_based,great_soundtrack,anime,fantasy,story_rich,,
2014-08-15,173,indie,platformer,difficult,action,,,,,,
2014-08-22,56,rpg,strategy,indie,,,,,,,
2014-07-31,62,indie,platformer,pixel_graphics,retro,adventure,action,,,,
2014-08-11,35,shoot_em_up,arcade,indie,bullet_hell,action,,,,,
2014-10-06,98,family_friendly,female_protagonist,action,adventure,,,,,,
2015-04-22,120,sokoban,indie,puzzle,sci_fi,futuristic,atmospheric,strategy,cute,early_access,adventure
2014-08-26,84,choose_your_own_adventure,interactive_fiction,superhero,indie,visual_novel,adventure,,,,
2014-11-04,153,mystery,point_._click,singleplayer,adventure,,,,,,
2014-10-16,84,shoot_em_up,indie,bullet_hell,rhythm,female_protagonist,action,,,,
2015-03-05,101,simulation,singleplayer,,,,,,,,
2014-10-06,94,family_friendly,cartoony,co_op,action,adventure,multiplayer,,,,
2014-10-06,21,family_friendly,racing,action,adventure,,,,,,
2015-11-05,88,indie,rpg,action,,,,,,,
2014-09-01,19,hidden_object,werewolves,casual,point_._click,puzzle,adventure,,,,
2015-07-22,1663,world_war_i,strategy,war,historical,rts,atmospheric,singleplayer,indie,simulation,action
2014-09-29,128,local_co_op,puzzle_platformer,controller,supernatural,indie,platformer,co_op,puzzle,atmospheric,short
2014-11-14,376,shoot_em_up,bullet_hell,anime,indie,cute,female_protagonist,singleplayer,great_soundtrack,action,shooter
2015-02-25,206,sokoban,abstract,minimalist,stylized,surreal,indie,puzzle,casual,cute,singleplayer
2014-08-27,74,casual,indie,strategy,X2d,pixel_graphics,action,,,,
2014-10-02,60,sports,strategy,football,,,,,,,
2014-09-12,1512,linear,drama,visual_novel,anime,emotional,post_apocalyptic,sci_fi,casual,story_rich,great_soundtrack
2014-08-25,60,rpg,indie,family_friendly,platformer,horror,adventure,,,,
2015-01-26,4600,noir,remake,dark_humor,X1990s,classic,point_._click,story_rich,comedy,cult_classic,great_soundtrack
2014-09-15,92,indie,platformer,pixel_graphics,singleplayer,dungeon_crawler,X2d,retro,action,,
2014-09-25,60,rpgmaker,card_game,rpg,indie,jrpg,anime,great_soundtrack,cute,,
2015-08-27,331,noir,indie,stealth,adventure,,,,,,
2015-06-25,581,martial_arts,X2d_fighter,fighting,indie,action,,,,,
2014-09-18,92,casual,,,,,,,,,
2014-09-16,90,metroidvania,indie,X2d,pixel_graphics,retro,adventure,action,,,
2014-10-23,30,casual,family_friendly,,,,,,,,
2014-10-23,101,point_._click,casual,family_friendly,masterpiece,story_rich,adventure,,,,
2014-12-12,357,X1990s,rpg,classic,retro,sci_fi,singleplayer,action,action_rpg,fps,shooter
2016-01-18,116,puzzle_platformer,indie,female_protagonist,puzzle,action,fps,first_person,,,
2015-01-15,76,simulation,racing,sports,,,,,,,
2015-02-25,375,dystopian_,stealth,female_protagonist,cyberpunk,kickstarter,indie,point_._click,atmospheric,episodic,sci_fi
2015-08-11,2431,arcade,shoot_em_up,indie,difficult,platformer,X2d,cute,great_soundtrack,singleplayer,puzzle
2016-03-23,146,gamemaker,otome,choose_your_own_adventure,beautiful,indie,rpg,visual_novel,choices_matter,female_protagonist,story_rich
2014-09-22,36,choose_your_own_adventure,indie,visual_novel,sci_fi,anime,choices_matter,singleplayer,nudity,dark,futuristic
2014-10-15,185,otome,visual_novel,dating_sim,anime,simulation,indie,female_protagonist,nudity,romance,mature
2016-03-22,148,hand_drawn,indie,point_._click,comedy,funny,pirates,female_protagonist,X2d,singleplayer,puzzle
2017-03-16,62,grid_based_movement,rpg,indie,dungeon_crawler,singleplayer,first_person,,,,
2014-08-08,70,strategy,indie,turn_based_strategy,turn_based,,,,,,
2014-12-04,155,racing,indie,sports,simulation,casual,futuristic,sci_fi,action,,
2014-09-23,888,casual,indie,space,action,,,,,,
2014-10-06,14,casual,family_friendly,,,,,,,,
2014-10-22,65,rogue_lite,strategy,tower_defense,indie,perma_death,replay_value,difficult,rogue_like,action,
2014-11-12,720,warhammer_40k,turn_based_tactics,games_workshop,board_game,strategy,rpg,turn_based,sci_fi,turn_based_strategy,tactical
2014-09-08,595,arcade,indie,difficult,fast_paced,singleplayer,action,,,,
2014-08-20,47,indie,strategy,tower_defense,action,,,,,,
2015-07-30,91,space,simulation,indie,horror,early_access,survival_horror,adventure,action,survival,
2015-07-14,1676,card_game,rogue_lite,mouse_only,rpg,turn_based,indie,dungeon_crawler,rogue_like,singleplayer,strategy
2014-12-08,40,puzzle_platformer,casual,platformer,atmospheric,action,,,,,
2015-05-28,16,casual,indie,strategy,,,,,,,
2015-05-06,182,puzzle_platformer,X3d_platformer,indie,music,great_soundtrack,adventure,,,,
2014-11-18,44,indie,rpg,adventure,,,,,,,
2014-08-22,109,cult_classic,action,fps,,,,,,,
2015-09-02,2165,strategy,rts,military,base_building,singleplayer,war,classic,multiplayer,co_op,action
2016-07-21,215,board_game,card_game,trading_card_game,parody_,indie,strategy,casual,turn_based,turn_based_strategy,comedy
2018-08-01,2078,massively_multiplayer,indie,moba,early_access,action,fps,shooter,multiplayer,first_person,
2015-03-18,1634,rpgmaker,rpg,indie,turn_based_combat,comedy,fantasy,strategy,jrpg,pixel_graphics,singleplayer
2014-10-24,2147,simulation,singleplayer,indie,realistic,action,open_world,crime,funny,adventure,sandbox
2015-04-21,1025,rogue_lite,strategy,pixel_graphics,indie,rogue_like,rpg,post_apocalyptic,X2d,sci_fi,singleplayer
2015-01-09,103,indie,casual,simulation,management,strategy,,,,,
2015-02-24,12,psychological_horror,sexual_content,anime,memes,adventure,,,,,
2014-08-29,314,text_based,choose_your_own_adventure,interactive_fiction,indie,rpg,female_protagonist,,,,
2014-12-05,117,text_based,mechs,choose_your_own_adventure,interactive_fiction,indie,rpg,female_protagonist,,,
2014-10-06,31,casual,family_friendly,cartoony,fantasy,female_protagonist,adventure,action,,,
2014-10-23,3567,puzzle_platformer,indie,side_scroller,platformer,puzzle,pixel_graphics,difficult,X2d,funny,singleplayer
2014-08-22,43,strategy,casual,indie,,,,,,,
2015-03-18,44,local_co_op,indie,puzzle,strategy,difficult,co_op,action,adventure,,
2014-11-28,982,metroidvania,difficult,platformer,female_protagonist,indie,X2d,anime,great_soundtrack,cute,pixel_graphics
2014-09-04,134,vampire,strategy,indie,tower_defense,rogue_like,rpg,steampunk,perma_death,difficult,zombies
2016-02-24,4751,rogue_lite,isometric,great_soundtrack,kickstarter,indie,female_protagonist,crafting,atmospheric,exploration,rogue_like
2014-12-15,108,isometric,X2.5d,strategy,indie,rts,base_building,sci_fi,,,
2014-09-30,15,X3d_platformer,casual,,,,,,,,
2014-12-08,193,indie,horror,gore,atmospheric,sci_fi,futuristic,great_soundtrack,fast_paced,action,first_person
2014-10-06,14,family_friendly,female_protagonist,adventure,,,,,,,
2015-05-06,110,souls_like,indie,horror,adventure,action,,,,,
2014-10-06,30,family_friendly,female_protagonist,adventure,action,,,,,,
2017-05-23,493,crpg,grid_based_movement,rpg,dungeon_crawler,indie,sci_fi,party_based_rpg,turn_based_combat,cyberpunk,turn_based
2015-10-26,963,board_game,kickstarter,turn_based_tactics,card_game,asynchronous_multiplayer,strategy,rpg,turn_based,indie,fantasy
2014-10-06,83,female_protagonist,family_friendly,action,story_rich,masterpiece,pixel_graphics,singleplayer,casual,third_person_shooter,adventure
2014-12-11,564,metroidvania,indie,platformer,retro,pixel_graphics,exploration,X2d,short,action,
2014-10-06,102,family_friendly,sexual_content,illuminati,masterpiece,casual,memes,third_person_shooter,e_sports,great_soundtrack,violent
2014-08-15,522,shoot_em_up,action,,,,,,,,
2014-11-25,23,indie,rpg,space,adventure,,,,,,
2014-11-07,166,indie,strategy,point_._click,adventure,,,,,,
2014-09-22,452,soundtrack,indie,rpg,magic,character_customization,platformer,crafting,X2d,singleplayer,fantasy
2014-09-15,114,programming,indie,casual,strategy,puzzle,difficult,,,,
2015-07-07,243,X2d_fighter,indie,fighting,anime,great_soundtrack,X2d,pixel_graphics,action,,
2014-08-26,29,trains,casual,puzzle,strategy,,,,,,
2014-09-11,307,hidden_object,female_protagonist,point_._click,casual,time_travel,puzzle,singleplayer,mystery,fantasy,horror
2014-10-06,154,family_friendly,casual,cartoon,great_soundtrack,education,point_._click,adventure,,,
2015-10-07,30,action_adventure,crpg,local_co_op,indie,rpg,online_co_op,co_op,pvp,dungeon_crawler,action
2014-11-12,216,local_co_op,puzzle_platformer,controller,indie,local_multiplayer,platformer,co_op,physics,female_protagonist,adventure
2015-09-30,262,indie,female_protagonist,platformer,story_rich,parkour,ninja,action,,,
2015-07-15,881,metroidvania,action_adventure,indie,pixel_graphics,retro,platformer,X2d,gore,exploration,demons
2014-08-19,17963,mouse_only,supernatural,silent_protagonist,horror,singleplayer,survival_horror,psychological_horror,robots,difficult,indie
2014-09-15,942,arcade,casual,racing,fast_paced,indie,,,,,
2014-09-15,361,god_game,indie,strategy,pixel_graphics,,,,,,
2015-02-24,335,voice_control,real_time,isometric,strategy,indie,sci_fi,singleplayer,rts,cyberpunk,great_soundtrack
2016-10-20,173,dark_humor,villain_protagonist,indie,strategy,gore,fantasy,tower_defense,story_rich,comedy,
2015-04-22,136,simulation,singleplayer,,,,,,,,
2014-09-15,353,casual,simulation,indie,building,medieval,puzzle,,,,
2015-08-20,5438,local_co_op,X3d_platformer,X3d_vision,controller,co_op,puzzle,platformer,fantasy,indie,atmospheric
2014-10-28,546,noir,detective,comic_book,indie,point_._click,story_rich,mature,episodic,X2d,atmospheric
2016-03-10,1898,local_co_op,mythology,X4_player_local,kickstarter,rpg,pixel_graphics,indie,great_soundtrack,co_op,rogue_like
2015-06-01,44,indie,simulation,anime,puzzle,,,,,,
2014-08-26,67,trains,casual,family_friendly,,,,,,,
2014-10-22,46,experimental,abstract,hand_drawn,minimalist,surreal,indie,simulation,exploration,fantasy,casual
2015-07-29,1898,minimalist,arcade,controller,racing,driving,indie,simulation,sports,great_soundtrack,singleplayer
2014-11-11,272,puzzle_platformer,arcade,indie,action,adventure,zombies,,,,
2018-08-10,4463,dystopian_,psychological_horror,horror,atmospheric,singleplayer,stealth,exploration,indie,dark,survival_horror
2015-04-23,9065,simulation,building,singleplayer,driving,education,racing,management,puzzle,casual,realistic
2014-09-16,98,racing,,,,,,,,,
2014-09-25,216,local_co_op,rpg,hack_and_slash,singleplayer,classic,action_rpg,action,,,
2018-02-23,43,surreal,hand_drawn,dark_humor,arcade,indie,casual,singleplayer,great_soundtrack,X2d,relaxing
2015-07-31,1001,experimental,space,simulation,indie,strategy,trading,management,sci_fi,economy,space_sim
2014-12-02,111,board_game,strategy,casual,,,,,,,
2014-12-16,414,card_game,board_game,strategy,casual,,,,,,
2015-02-24,111,puzzle_platformer,stylized,indie,platformer,dark,singleplayer,atmospheric,X2d,adventure,
2015-07-08,586,split_screen,X4_player_local,racing,casual,indie,local_multiplayer,funny,action,,
2015-01-15,139,hidden_object,casual,point_._click,puzzle,mystery,indie,atmospheric,adventure,,
2014-09-15,134,match_3,casual,female_protagonist,adventure,,,,,,
2014-10-10,73,match_3,casual,puzzle,adventure,,,,,,
2014-10-30,95,match_3,casual,puzzle,atmospheric,adventure,,,,,
2014-10-16,202,match_3,casual,indie,atmospheric,adventure,,,,,
2015-02-12,621,anime,visual_novel,nudity,dating_sim,cute,romance,singleplayer,adventure,story_rich,
2014-10-27,71,indie,steampunk,fantasy,colorful,fast_paced,atmospheric,action,fps,multiplayer,shooter
2015-05-11,1077,puzzle_platformer,indie,X3d_platformer,female_protagonist,singleplayer,atmospheric,great_soundtrack,puzzle,short,dragons
2014-10-17,329,world_war_i,remake,simulation,flight,classic,retro,singleplayer,action,,
2014-09-17,88,gambling,casual,,,,,,,,
2014-09-12,259,indie,fps,action,shooter,,,,,,
2015-11-23,187,nudity,visual_novel,anime,indie,dating_sim,sexual_content,simulation,casual,singleplayer,masterpiece
2014-11-07,15,pirates,adventure,action,,,,,,,
2014-09-19,694,hidden_object,casual,indie,point_._click,female_protagonist,puzzle,adventure,,,
2018-11-08,29,controller,sports,casual,indie,local_multiplayer,pixel_graphics,X2d,family_friendly,singleplayer,cartoon
2014-09-19,92,superhero,visual_novel,anime,singleplayer,adventure,,,,,
2015-02-06,816,arena_shooter,indie,action,multiplayer,fps,competitive,first_person,shooter,,
2016-09-29,687,horror,gore,co_op,dark,rogue_like,survival_horror,atmospheric,singleplayer,action,fps
2014-09-29,543,otome,dating_sim,visual_novel,female_protagonist,simulation,anime,romance,,,
2015-10-21,25,indie,simulation,strategy,sci_fi,space_sim,co_op,space,action,,
2015-04-03,4021,dinosaurs,indie,co_op,class_based,gore,massively_multiplayer,pvp,strategy,third_person_shooter,violent
2014-10-24,82,indie,platformer,adventure,,,,,,,
2015-07-31,14,early_access,indie,simulation,casual,rpg,action,adventure,,,
2014-09-26,502,naval,wargame,modern,real_time_with_pause,cold_war,simulation,strategy,military,realistic,singleplayer
2015-03-25,31,racing,simulation,,,,,,,,
2014-11-21,57,racing,simulation,sports,,,,,,,
2014-11-14,141,indie,platformer,puzzle,great_soundtrack,difficult,action,,,,
2014-09-12,54,hidden_object,casual,,,,,,,,
2014-09-16,20,casual,,,,,,,,,
2014-11-28,64,mining,simulation,,,,,,,,
2014-09-18,14,action,,,,,,,,,
2014-10-30,833,isometric,crpg,party_based_rpg,real_time_with_pause,dungeons_._dragons,rpg,old_school,fantasy,strategy,classic
2014-09-30,204,early_access,indie,casual,rogue_like,pixel_graphics,platformer,action,,,
2014-10-01,519,side_scroller,horror,indie,psychological_horror,singleplayer,puzzle,X2d,atmospheric,great_soundtrack,dark
2015-01-16,15,rpgmaker,rpg,indie,casual,,,,,,
2015-02-13,18,rpgmaker,rpg,casual,indie,adventure,,,,,
2014-10-09,259,puzzle_platformer,indie,platformer,puzzle,singleplayer,casual,story_rich,action,adventure,
2014-09-24,31,rpg,indie,action,,,,,,,
2014-12-09,478,indie,platformer,difficult,X2d,retro,space,fast_paced,pixel_graphics,singleplayer,adventure
2015-09-29,3103,strategy,turn_based_strategy,rpg,fantasy,turn_based,singleplayer,story_rich,atmospheric,co_op,classic
2015-01-12,82,psychological,puzzle_platformer,controller,indie,platformer,pixel_graphics,dark,singleplayer,story_rich,difficult
2017-08-16,2796,rogue_lite,local_co_op,controller,side_scroller,platformer,indie,X2d,online_co_op,rogue_like,female_protagonist
2014-10-10,18,female_protagonist,cold_war,family_friendly,adventure,dark,illuminati,action,,,
2014-12-22,55727,arcade,side_scroller,difficult,great_soundtrack,music,level_editor,X2d,rhythm,colorful,singleplayer
2016-06-07,2781,turn_based_tactics,turn_based,strategy,steampunk,indie,rpg,touch_friendly,female_protagonist,X2d,great_soundtrack
2015-04-30,1775,side_scroller,shoot_em_up,arcade,X4_player_local,beat_em_up,X2d,co_op,indie,local_multiplayer,platformer
2015-03-30,561,X3d_platformer,cute,rpg,female_protagonist,jrpg,anime,great_soundtrack,action_rpg,family_friendly,platformer
2014-12-22,1063,massively_multiplayer,rpg,sci_fi,crafting,indie,mmorpg,early_access,pvp,pve,sandbox
2016-04-21,112807,co_op,crafting,indie,difficult,online_co_op,X2d,atmospheric,strategy,survival_horror,funny
2015-08-31,64,metroidvania,indie,exploration,fast_paced,female_protagonist,platformer,adventure,action,,
2018-05-17,173,noir,comic_book,touch_friendly,minimalist,indie,casual,puzzle,heist,singleplayer,family_friendly
2016-02-25,17049,bullet_time,minimalist,vr,kickstarter,time_manipulation,singleplayer,indie,puzzle,strategy,short
2015-02-26,879,beat_em_up,local_co_op,character_customization,hack_and_slash,strategy,rpg,historical,great_soundtrack,singleplayer,anime
2015-06-09,74,space,strategy,X4x,indie,sci_fi,grand_strategy,,,,
2014-10-27,36,indie,casual,adventure,,,,,,,
2016-03-08,63,rpg,jrpg,dungeon_crawler,anime,visual_novel,,,,,
2015-02-27,717,puzzle_platformer,gamemaker,difficult,X2d,indie,puzzle,great_soundtrack,platformer,sci_fi,space
2017-06-05,225,shoot_em_up,indie,rpg,bullet_hell,sci_fi,singleplayer,hack_and_slash,action,shooter,
2016-04-05,2264,vr,rpg,early_access,adventure,action,first_person,,,,
2017-05-24,3717,stylized,crafting,exploration,massively_multiplayer,physics,pvp,atmospheric,building,early_access,flight
2015-06-18,325,cycling,sports,simulation,management,,,,,,
2015-01-12,381,strategy,indie,rts,grand_strategy,war,,,,,
2015-09-08,1626,warhammer_40k,chess,turn_based_tactics,asynchronous_multiplayer,games_workshop,board_game,strategy,gore,turn_based_strategy,indie
2014-11-06,81,simulation,indie,flight,,,,,,,
2015-08-20,80,card_game,gambling,sports,indie,simulation,casual,strategy,multiplayer,,
2015-05-28,217,indie,puzzle,point_._click,exploration,adventure,,,,,
2014-10-10,93,strategy,casual,action,,,,,,,
2014-10-16,55,hidden_object,casual,point_._click,,,,,,,
2014-11-20,12,casual,strategy,indie,action,,,,,,
2015-09-22,81,indie,rhythm,music,,,,,,,
2016-01-11,2013,board_game,mars,strategy,indie,space,difficult,turn_based,rpg,great_soundtrack,rogue_like
2018-04-24,26154,real_time_with_pause,city_builder,strategy,building,post_apocalyptic,steampunk,resource_management,singleplayer,base_building,management
2018-02-21,1857,rogue_lite,X4_player_local,local_co_op,metroidvania,rogue_like,pixel_graphics,rpg,indie,platformer,procedural_generation
2014-11-07,63,rpg,action,,,,,,,,
2014-09-17,55,casual,strategy,puzzle,,,,,,,
2014-09-17,31,match_3,hidden_object,casual,,,,,,,
2014-09-17,38,hidden_object,casual,,,,,,,,
2014-09-17,80,hidden_object,casual,,,,,,,,
2015-02-04,4237,X3d_platformer,controller,singleplayer,robots,casual,exploration,parkour,cute,indie,short
2015-07-09,1131,satire,indie,puzzle,story_rich,simulation,strategy,comedy,singleplayer,walking_simulator,adventure
2014-10-06,103,indie,action,adventure,,,,,,,
2015-01-12,96,rpg,jrpg,anime,action,adventure,,,,,
2015-09-02,367,shoot_em_up,arcade,bullet_hell,X2d,great_soundtrack,action,shooter,,,
2015-02-26,14281,beat_em_up,controller,local_co_op,anime,fighting,character_customization,co_op,singleplayer,online_co_op,rpg
2014-12-12,474,anime,visual_novel,indie,casual,great_soundtrack,dating_sim,adventure,,,
2015-09-29,6795,mythology,hand_drawn,isometric,kickstarter,controller,female_protagonist,indie,difficult,atmospheric,exploration
2015-05-06,241,split_screen,racing,indie,early_access,sports,pixel_graphics,driving,funny,local_multiplayer,retro
2015-10-12,43,indie,horror,psychological_horror,walking_simulator,space,adventure,first_person,,,
2014-10-20,41,indie,casual,horror,puzzle,pixel_graphics,,,,,
2015-02-13,971,psychological,horror,point_._click,indie,psychological_horror,puzzle,singleplayer,adventure,,
2014-11-26,154,simulation,,,,,,,,,
2016-01-21,9878,X4_player_local,local_co_op,arcade,funny,local_multiplayer,fast_paced,indie,X2d,platformer,online_co_op
2015-05-01,65,simulation,,,,,,,,,
2014-12-05,177,puzzle_platformer,indie,racing,physics,puzzle,X2d,action,,,
2014-12-03,3162,voxel,building,crafting,early_access,singleplayer,exploration,co_op,indie,realistic,rpg
2016-03-04,136,simulation,sports,strategy,,,,,,,
2014-10-02,77,racing,sports,classic,,,,,,,
2014-12-18,263,indie,casual,walking_simulator,sci_fi,adventure,,,,,
2015-04-22,219,local_co_op,puzzle_platformer,casual,platformer,difficult,action,,,,
2015-11-23,1940,drama,visual_novel,anime,story_rich,romance,emotional,great_soundtrack,singleplayer,cute,dating_sim
2014-09-25,278,otome,visual_novel,anime,indie,female_protagonist,dating_sim,nudity,singleplayer,,
2015-09-18,182,programming,early_access,simulation,indie,magic,education,action,adventure,sandbox,multiplayer
2014-12-22,15,indie,stealth,action,adventure,,,,,,
2015-04-02,647,space,rpg,sci_fi,indie,strategy,top_down,simulation,moddable,singleplayer,character_customization
2016-03-02,2304,co_op_campaign,simulation,driving,realistic,management,co_op,singleplayer,online_co_op,physics,mod
2015-02-03,16,indie,strategy,early_access,action,,,,,,
2015-10-15,51,indie,puzzle,adventure,action,,,,,,
2015-08-19,20,indie,strategy,,,,,,,,
2014-11-10,71,strategy,indie,turn_based,,,,,,,
2015-10-26,180,early_access,indie,racing,parkour,first_person,,,,,
2018-09-11,1639,voxel,massively_multiplayer,crafting,building,rpg,mmorpg,indie,space,early_access,simulation
2016-12-14,206,strategy,indie,tower_defense,action,,,,,,
2015-04-16,634,top_down_shooter,twin_stick_shooter,sci_fi,singleplayer,aliens,strategy,great_soundtrack,co_op,action,futuristic
2014-10-23,135,indie,point_._click,adventure,,,,,,,
2016-01-18,368,superhero,female_protagonist,time_manipulation,time_travel,singleplayer,action,adventure,first_person,fps,
2015-11-11,765,real_time,strategy,rts,cult_classic,classic,singleplayer,base_building,war,sci_fi,multiplayer
2015-02-04,178,choose_your_own_adventure,interactive_fiction,casual,indie,comedy,visual_novel,female_protagonist,adventure,,
2015-08-03,28,choose_your_own_adventure,rpg,indie,adventure,,,,,,
2016-08-30,448,board_game,choose_your_own_adventure,indie,rpg,turn_based,fantasy,adventure,action,,
2014-11-13,81,racing,casual,adventure,,,,,,,
2015-07-10,304,racing,destruction,action,,,,,,,
2014-10-24,70,female_protagonist,point_._click,adventure,,,,,,,
2016-10-13,11558,swordplay,gore,co_op,ninja,comedy,hack_and_slash,demons,funny,singleplayer,loot
2015-03-10,122,puzzle_platformer,indie,puzzle,first_person,,,,,,
2014-10-14,555,rpg,casual,pixel_graphics,rogue_like,dungeon_crawler,fantasy,singleplayer,adventure,action,
2014-10-10,37,lemmings,casual,puzzle,memes,platformer,psychological_horror,,,,
2015-06-04,651,detective,psychological,surreal,philisophical,thriller,anime,horror,visual_novel,psychological_horror,great_soundtrack
2014-12-11,123,runner,indie,platformer,anime,female_protagonist,pixel_graphics,singleplayer,action,,
2014-10-14,41,indie,pixel_graphics,space,comedy,point_._click,singleplayer,story_rich,adventure,third_person,
2014-11-21,252,software_training,tutorial,X3d,audio_production,game_development,utilities,software,design_._illustration,programming,web_publishing
2014-10-27,62,lovecraftian,rpgmaker,gothic,rpg,survival_horror,horror,female_protagonist,adventure,,
2015-08-25,146,arcade,strategy_rpg,indie,strategy,rogue_like,sci_fi,comedy,puzzle,space,action
2014-11-14,775,simulation,building,early_access,racing,indie,physics,co_op,moddable,sports,sandbox
2016-04-05,81,experimental,early_access,indie,simulation,rpg,adventure,action,sandbox,,
2014-12-04,54,wargame,cold_war,strategy,early_access,turn_based_strategy,grand_strategy,turn_based,,,
2015-04-09,349,indie,casual,point_._click,puzzle,X2d,funny,short,comedy,adventure,
2015-02-17,16766,rome,real_time_tactics,strategy,historical,war,turn_based_strategy,grand_strategy,rts,singleplayer,medieval
2016-08-25,209,strategy,indie,rts,rpg,sci_fi,fantasy,singleplayer,atmospheric,great_soundtrack,story_rich
2015-08-14,215,turn_based_tactics,isometric,crpg,tactical_rpg,kickstarter,crowdfunded,strategy_rpg,rpg,strategy,turn_based
2014-12-04,41,strategy,indie,tower_defense,action,,,,,,
2014-12-16,56,vampire,indie,horror,action,,,,,,
2015-01-15,79,metroidvania,indie,platformer,pixel_graphics,rogue_like,,,,,
2016-10-04,183,beat_em_up,local_co_op,side_scroller,indie,X2d,online_co_op,action,adventure,,
2016-06-23,23,top_down_shooter,twin_stick_shooter,arcade,arena_shooter,indie,top_down,co_op,crafting,sci_fi,singleplayer
2015-05-29,288,arcade,shoot_em_up,indie,action,,,,,,
2014-10-24,48,time_management,casual,,,,,,,,
2014-11-20,556,arcade,rogue_lite,indie,rpg,funny,difficult,retro,rogue_like,action,
2014-10-20,1426,hidden_object,vampire,casual,indie,point_._click,puzzle,singleplayer,horror,adventure,
2014-12-22,1006,hidden_object,casual,indie,point_._click,puzzle,female_protagonist,horror,singleplayer,adventure,
2014-10-16,24,strategy,indie,rpg,simulation,space,,,,,
2015-12-17,629,X4_player_local,X2d_fighter,sports,retro,pixel_graphics,anime,classic,funny,fighting,singleplayer
2015-02-18,44,hidden_object,casual,mystery,puzzle,adventure,,,,,
2015-05-12,2755,sailing,naval,pirates,indie,rpg,trading,co_op,procedural_generation,singleplayer,strategy
2014-10-09,40,noir,detective,casual,indie,short,adventure,action,,,
2015-03-11,12690,tanks,strategy,X2d,turn_based,early_access,casual,massively_multiplayer,indie,colorful,online_co_op
2014-11-04,37,arcade,indie,racing,space,X2d,sci_fi,action,competitive,,
2014-11-24,2999,anime,visual_novel,nudity,dating_sim,romance,cute,story_rich,mature,great_soundtrack,singleplayer
2016-07-19,105,casual,puzzle,music,,,,,,,
2014-11-14,58,strategy,simulation,sports,retro,classic,action,,,,
2014-12-04,93,sports,simulation,strategy,management,soccer,football,,,,
2015-02-12,46,crpg,grid_based_movement,rpg,indie,dungeon_crawler,tactical,first_person,,,
2015-01-07,762,board_game,games_workshop,turn_based_tactics,rpg,strategy,turn_based,fantasy,singleplayer,dungeon_crawler,tactical
2014-11-25,162,arcade,indie,retro,great_soundtrack,rogue_like,dungeon_crawler,action,,,
2014-11-14,76,rpgmaker,rpg,indie,female_protagonist,story_rich,adventure,,,,
2016-08-09,369,beat_em_up,character_action_game,voxel,rogue_lite,indie,hack_and_slash,rogue_like,robots,singleplayer,great_soundtrack
